Timestamp,gender,age,siblings,studentType,university/campus,future_ambition,maths,English,Science,Languages_Sinhala_Tamil,ICT_isStudied,aL_Stream,Combined_mathematics,Physics,Chemistry,information_technology,Biology,Agricultural_science,Languages,Engineering_Technology,Bio_System_Technology,Educational_Medium,sport_ university?,sport_school,likeToCode,Currently_staying_at,attendance_for_lectures,health,range_of_online_courses,Overall,degree_programme
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 16:35:36,Male,Above 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Football,Football,No,Home,4,Very good,Not done,4,Mechanical Engineering
17/02/2020 16:36:21,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,A,A,B,No,Technology stream,,,,,,,,B,,Sinhala,Swimming,"Swimming, Cricket",No,Hostel,4,Good,Not done,3,Mechanical Engineering
17/02/2020 16:37:12,Male,Between 18 to 25,One,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,B,,Tamil,None,Cricket,No,Hostel,3,Good,Not done,4,Mechanical Engineering
17/02/2020 16:46:06,Male,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,B,No,Mathematics/ Physical Science,B,B,S,,,,,,,Engllish,"Chess, Cricket","Swimming, Cricket",No,Home,4,Very good,Udemy,4,Mechanical Engineering
17/02/2020 16:47:00,Female,Between 18 to 25,Three,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Technology stream,,,,,,,,B,,Tamil,None,Badminton,No,Hostel,4,Good,Not done,4,Mechanical Engineering
17/02/2020 16:48:12,Female,Between 18 to 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,B,A,No,Technology stream,,,,,,,,A,,Sinhala,None,None,No,Hostel,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:49:19,Female,Above 25,None,Full time student,SLIIT,Mechanical Engineer,A,B,A,A,No,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,Badminton,No,Home,3,Good,Not done,3,Mechanical Engineering
17/02/2020 16:51:13,Male,Above 25,Three,Full time student,SLIIT,Maintenance Enginner,A,B,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,None,"Badminton, Cricket",No,Home,3,Very good,Not done,3,Mechanical Engineering
17/02/2020 16:52:43,Male,Above 25,Two,Full time student,SLIIT,Service Engineer,A,B,B,A,No,Mathematics/ Physical Science,B,C,C,,,,,,,Engllish,None,"Football, Chess",No,Home,5,Good,Not done,3,Mechanical Engineering
17/02/2020 00:37:08,Male,Above 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Chess,"Swimming, Football, Chess",No,Home,4,Very good,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:38:09,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Chess,Chess,No,Home,4,Excellent,"You tube channels, Websites",4,Electrical & Electronic Engineering
17/02/2020 00:38:57,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Sinhala,None,None,No,Hostel,4,Excellent,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:37:08,Male,Above 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Chess,"Swimming, Football, Chess",No,Home,4,Very good,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:38:09,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Chess,Chess,No,Home,4,Excellent,"You tube channels, Websites",4,Electrical & Electronic Engineering
17/02/2020 00:38:57,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Sinhala,None,None,No,Hostel,4,Excellent,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:37:08,Male,Above 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Chess,"Swimming, Football, Chess",No,Home,4,Very good,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:38:09,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Chess,Chess,No,Home,4,Excellent,"You tube channels, Websites",4,Electrical & Electronic Engineering
17/02/2020 00:38:57,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Sinhala,None,None,No,Hostel,4,Excellent,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:37:08,Male,Above 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Chess,"Swimming, Football, Chess",No,Home,4,Very good,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:38:09,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Chess,Chess,No,Home,4,Excellent,"You tube channels, Websites",4,Electrical & Electronic Engineering
17/02/2020 00:38:57,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Sinhala,None,None,No,Hostel,4,Excellent,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:37:08,Male,Above 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Chess,"Swimming, Football, Chess",No,Home,4,Very good,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:38:09,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Chess,Chess,No,Home,4,Excellent,"You tube channels, Websites",4,Electrical & Electronic Engineering
17/02/2020 00:38:57,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Sinhala,None,None,No,Hostel,4,Excellent,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:37:08,Male,Above 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Chess,"Swimming, Football, Chess",No,Home,4,Very good,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:38:09,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Chess,Chess,No,Home,4,Excellent,"You tube channels, Websites",4,Electrical & Electronic Engineering
17/02/2020 00:38:57,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Sinhala,None,None,No,Hostel,4,Excellent,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:37:08,Male,Above 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Chess,"Swimming, Football, Chess",No,Home,4,Very good,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:38:09,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Chess,Chess,No,Home,4,Excellent,"You tube channels, Websites",4,Electrical & Electronic Engineering
17/02/2020 00:38:57,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Sinhala,None,None,No,Hostel,4,Excellent,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:37:08,Male,Above 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Chess,"Swimming, Football, Chess",No,Home,4,Very good,Not done,5,Electrical & Electronic Engineering
17/02/2020 00:38:09,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Electronic Technician,A,A,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Chess,Chess,No,Home,4,Excellent,"You tube channels, Websites",4,Electrical & Electronic Engineering
17/02/2020 00:38:57,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,Electronic Technician,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Sinhala,None,None,No,Hostel,4,Excellent,Not done,5,Electrical & Electronic Engineering
2/2/2020 16:19,Male,Between 18 to 25,None,Full time student,University of Peradeniya,Electronic Technician,A,A,B,B,No,Mathematics/ Physical Science,B,A,A,,,,,,,Engllish,Swimming,None,Yes,Home,4,Excellent,Not done,4,Electrical & Electronic Engineering
2/2/2020 16:19,Male,Between 18 to 25,None,Full time student,University of Peradeniya,Electronic Technician,A,A,B,B,No,Mathematics/ Physical Science,B,A,A,,,,,,,Engllish,Swimming,None,Yes,Home,4,Excellent,Not done,4,Electrical & Electronic Engineering
2/2/2020 16:19,Male,Between 18 to 25,None,Full time student,University of Peradeniya,Electronic Technician,A,A,B,B,No,Mathematics/ Physical Science,B,A,A,,,,,,,Engllish,Swimming,None,Yes,Home,4,Excellent,Not done,4,Electrical & Electronic Engineering
20/02/2020 14:44:30,Male,Between 18 to 25,Two,Full time student,University of Moratuwa,Electronic Engineer,A,A,A,A,No,Mathematics/ Physical Science,A,A,A,,,,,,,Engllish,Football,"Swimming, Football",No,Home,4,Very good,Coursera,3,Electrical & Electronic Engineering
